,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
15438,36.0,4.2,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,49,20.16996292371459
15439,36.0,4.0,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,33,3.0626106059901415
15440,32.0,4.8,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Urban,27,1.5084095467117948
15441,26.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,7.596532016505215
15442,,,Fog,Medium,1,Meal,motorcycle,0.0,No,Urban,30,17.12672803570357
15443,20.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,12.065971572275629
15444,25.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,13,1.5193468207434744
15445,32.0,4.9,Cloudy,Jam,1,Drinks,scooter,3.0,No,Urban,47,20.430094772882978
15446,34.0,4.0,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,7.679094379798024
15447,21.0,4.8,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,6.055040102899466
15448,39.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.534798627339667
15449,28.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20.955295352982755
15450,20.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,9.321016699234136
15451,20.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,4.7146391697631795
15452,38.0,4.1,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,34,13.67392580026565
15453,22.0,4.8,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,20,3.071696971528492
15454,29.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,11,9.173775123901988
15455,33.0,4.2,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,,34,8.932252090145694
15456,30.0,5.0,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,31,6.28618544846543
15457,32.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,4.6071786424498855
15458,25.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,20.193250195625104
15459,32.0,4.7,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,1.553449035366631
15460,26.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,4.535073637147297
15461,23.0,4.9,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,17,3.0231623730219486
15462,36.0,4.5,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,10.248308439553504
15463,20.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,,19,9.171722599366582
15464,21.0,2.6,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,34,12.572369364893285
15465,31.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,20.430094772882978
15466,24.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,9.169804324696083
15467,34.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,16,4.535558491117365
15468,35.0,5.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,31,6.228280871781361
15469,26.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,4.525446066857461
15470,24.0,4.7,Fog,Low,2,Buffet,scooter,1.0,No,,29,10.750414443640222
15471,24.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,19.963154402123152
15472,36.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,19,1.5571589679201554
15473,25.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,25,4.660504149975945
15474,27.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,14,12.229107855875823
15475,33.0,4.8,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,9.429277693727657
15476,27.0,4.6,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,27,6.204905793810754
15477,34.0,4.8,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,18,6.28618544846543
15478,23.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,23,13.964954152731949
15479,29.0,5.0,Sunny,Jam,2,Drinks,motorcycle,1.0,No,,12,7.541526930581122
15480,33.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Semi-Urban,53,10.717412370556735
15481,29.0,4.8,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.055119083344309
15482,32.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,19.90346694124726
15483,26.0,4.5,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,6.036231658559576
15484,36.0,4.2,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,9.342245325893947
15485,34.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,9.320503878032861
15486,30.0,4.7,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,9.171921672183657
15487,38.0,4.7,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,9.32097200160514
15488,25.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,7.6787842827720985
15489,39.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,9.168556725506514
15490,31.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,21,3.0563614494582265
15491,25.0,4.8,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,12,3.071461958919864
15492,38.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,39,7.456298613046702
15493,20.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,20.164851639548246
15494,38.0,5.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,40,12.410683619581903
15495,24.0,4.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,19.87087696453805
15496,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,7.43631158116363
15497,27.0,4.8,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,38,16.649457457872757
15498,21.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,12.413609140704988
15499,22.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20.19389491091137
15500,23.0,4.2,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,33,6.14330109493575
15501,36.0,3.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,13.821333121101864
15502,37.0,4.3,Fog,Jam,1,Drinks,scooter,2.0,No,Urban,34,9.258879610999884
15503,38.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,6.228237434884577
15504,37.0,5.0,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,16,9.342199785591518
15505,32.0,4.8,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,9.258614679986477
15506,25.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,13.672895705710657
15507,27.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,37,19.867559157914897
15508,34.0,4.6,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,30,5.949205790427325
15509,30.0,4.7,Sandstorms,Medium,2,Snack,motorcycle,,No,Metropolitian,32,6.20614621776365
15510,,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,13.779203601187874
15511,20.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,11,13.965173609108524
15512,21.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,12.572369364893285
15513,20.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,18,9.30893334978741
15514,35.0,4.6,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,15,1.5516748047863878
15515,21.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,17,7.5632456101027286
15516,32.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,30,4.6605283020520085
15517,31.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,11.000823613167864
15518,21.0,4.8,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,35,9.307843964075735
15519,39.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,19.076809174814354
15520,29.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,3.085853949553661
15521,37.0,5.0,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,35,3.023081635985311
15522,32.0,4.2,Sandstorms,Jam,1,Snack,scooter,2.0,No,Urban,37,16.893144316347
15523,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.6564403766671685
15524,31.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,36,16.62487080505611
15525,32.0,4.1,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,13.755137066510976
15526,32.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,4.587889212133659
15527,36.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,9.186724967233461
15528,27.0,4.1,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,16.71010769416066
15529,32.0,4.0,Fog,High,2,Drinks,scooter,2.0,No,Metropolitian,37,6.077569322507281
15530,37.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,38,10.248632481239973
15531,30.0,4.7,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Urban,51,13.611968202440154
15532,38.0,4.8,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,16,9.049839810574019
15533,38.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,1.5358939514591288
15534,31.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,6.033434951088432
15535,25.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,10,1.5117480697092467
15536,28.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,19,3.071688713436621
15537,29.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,3.1034202009699072
15538,28.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,9.187249540761012
15539,35.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,36,16.970329363795386
15540,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,7.679304842616267
15541,20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,12,1.4643216545771767
15542,24.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,16.374037544804075
15543,26.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,1.5357821379571452
15544,29.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,13.778013803128724
15545,21.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,,18,3.038740897567509
15546,39.0,4.9,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18,3.071669996648269
15547,23.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,10,3.1028544187913827
15548,30.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,7.596532016505215
15549,39.0,4.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,6.228408519325824
15550,38.0,3.7,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,34,16.892680566232904
15551,23.0,5.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,12.154792153725895
15552,25.0,4.9,Fog,Medium,2,Drinks,scooter,,No,Metropolitian,28,17.127535598532056
15553,23.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,10.479303985632907
15554,33.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,20.168501494357532
15555,22.0,4.5,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,4.629601908016517
15556,32.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,10.749432758537358
15557,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10.558629508423309
15558,34.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,25,1.551612881584519
15559,,,Cloudy,Low,1,Buffet,scooter,0.0,No,,23,4249.62750783673
15560,33.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,12.109436743860439
15561,26.0,5.0,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,15,6.046663136252905
15562,36.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,20,19.903928102804713
15563,37.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,1.5715464192431179
15564,32.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,13.821448277753406
15565,26.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,1.5514424713490629
15566,23.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,18,6.142905512267879
15567,38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,28,10.595802694663192
15568,33.0,4.4,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,12.286405726534662
15569,27.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,3.0586362181505913
15570,37.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,8.93248563994729
15571,36.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,10.874103898171294
15572,38.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,7.557666605367201
15573,,,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,17548.383454324867
15574,38.0,4.4,Cloudy,Medium,1,Drinks,scooter,2.0,Yes,Metropolitian,42,10.702279777951292
15575,37.0,4.7,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,26,19.748703155101115
15576,26.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,1.487369490588809
15577,24.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20.193250195625104
15578,35.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,36,7.678920568570339
15579,21.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,16.841505918767446
15580,28.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,13.961880995197625
15581,27.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,18,7.557585836811286
15582,35.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,10.899194939850641
15583,33.0,4.2,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43,19.349820088855637
15584,32.0,4.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,9.309036429457818
15585,36.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,7.596211714614805
15586,30.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,40,1.5517253007645473
15587,39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,1.4972086887566696
15588,24.0,4.1,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,12.285823486820652
15589,36.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,9.050986798086186
15590,32.0,4.6,Stormy,Low,2,Buffet,electric_scooter,,No,Metropolitian,29,7.562965300081983
15591,33.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,Yes,Metropolitian,43,13.602617847910004
15592,32.0,4.9,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,28,6.28618544846543
15593,37.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,29,7.596590192851429
15594,,,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,29,6.046170506849094
15595,30.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,8.932565686985042
15596,28.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,3.0276106877247093
15597,20.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,20.240252127058817
15598,30.0,4.3,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,38,11.910167511359655
15599,33.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20.16404118018857
15600,34.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,24,1.508436831139771
15601,26.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,12.248381530139955
15602,,,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,47,17.127175965371254
15603,35.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,3.10251425416626
15604,39.0,4.9,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,29,17.067270541034514
15605,36.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,29,2222.6715216545404
15606,39.0,4.8,Cloudy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,38,19.383007327063694
15607,37.0,4.2,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,46,10.272703329608069
15608,21.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,5.955015067290943
15609,35.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,3.0570300962714665
15610,30.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,28,7.7852859808031045
15611,22.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,16,9.17351352545169
15612,24.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,,No,Urban,15,10.85876222532132
15613,,,,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,8.94751033321989
15614,36.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,19.676052137387895
15615,23.0,4.6,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,1.5535383855306741
15616,35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,6.1239881224197825
15617,37.0,4.8,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,8.937339519835655
15618,35.0,4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,1.5194773212324308
15619,29.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,14,1.5357821379571452
15620,36.0,4.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,19.35127225087194
15621,33.0,4.4,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,10.750450852121405
15622,38.0,4.6,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,19.60632762970964
15623,22.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,,22,17.064315016103652
15624,25.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,23,6.206242138987642
15625,31.0,4.4,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,40,10.595932543595028
15626,25.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,23,6.077622595232761
15627,22.0,4.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,9.185726465233435
15628,31.0,3.5,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,33,17.088068817820044
15629,36.0,4.3,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,34,19.963267081321927
15630,31.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,44,17.08723747457402
15631,29.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,16.649648159383727
15632,38.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,6.205351823453323
15633,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,1.531302762197395
15634,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,25,3.0716136558387688
15635,26.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,,22,17.06339621289782
15636,,,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,11.000823613167864
15637,,,,,3,Buffet,electric_scooter,1.0,No,Urban,27,20.167179404674652
15638,27.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,,Metropolitian,10,9.429277693727657
15639,35.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,12.410597915797693
15640,28.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,28,6.046639911602873
15641,34.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,53,11.976049927429958
15642,35.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,24,16.815110639142343
15643,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,3.0254641137517426
15644,28.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,23,1.5115240180158784
15645,30.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,12.23580891776874
15646,20.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,6.0324543716154375
15647,34.0,4.0,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,6.033325753978956
15648,25.0,4.8,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,12.572369364893285
15649,34.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,16.842943505791183
15650,37.0,4.8,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,48,12.065971572275629
15651,28.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,43,12.456596940758478
15652,38.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,6.28618544846543
15653,24.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,9.309853188826544
15654,21.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,23,3.057686113597521
15655,28.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,10.860611687013508
15656,20.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,6.213956477581239
15657,22.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,31,10.873819469959228
15658,25.0,4.5,Sandstorms,High,2,Drinks,scooter,0.0,No,Metropolitian,10,5.9555254004093605
15659,30.0,4.1,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,3.0620792386526716
15660,29.0,4.4,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,4.7146391697631795
15661,27.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,11,7.320769294500854
15662,33.0,4.7,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,12.286068719868755
15663,22.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,7.436443533905971
15664,21.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,11.909124657822023
15665,38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20.430094772882978
15666,21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,4.607495631007632
15667,37.0,4.5,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,6.055040102899466
15668,30.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,47,10.75080069682208
15669,38.0,5.0,Sandstorms,High,0,Drinks,motorcycle,3.0,No,Urban,48,6.046194810088848
15670,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,1.5514335623370938
15671,27.0,4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,13.98069047889512
15672,29.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,6.124571681159451
15673,35.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,1.5116250281153474
15674,23.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,13.472864631820194
15675,20.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,4.536218371939972
15676,28.0,4.8,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,37,20.839178887966835
15677,25.0,4.5,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,6.206949874271239
15678,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,11.000823613167864
15679,36.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,1.5517180925878429
15680,35.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,26,9.258464454708568
15681,37.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,1.5535751535432145
15682,33.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,4.6546667102019725
15683,35.0,4.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,36,13.622785328275183
15684,26.0,4.4,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,19.9618223168653
15685,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,4.671238865357893
15686,39.0,4.7,Fog,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,17.08723798590009
15687,28.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,7.596211714614805
15688,25.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,10,7.767216569613665
15689,38.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,12.411836509614888
15690,27.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,16.64951417493903
15691,,,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,19,9.320258517228282
15692,36.0,5.0,Fog,Low,0,Meal,motorcycle,,No,,25,3.0388810674680773
15693,34.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,,20,1.467721344243366
15694,38.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,29,7.857731631182655
15695,31.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,23,3.1070232412015195
15696,22.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,11,4.654203727611951
